EFA Date,EFA,Clearing Price
01/01/2023,1,1
01/01/2023,2,1.76
01/01/2023,3,4
01/01/2023,4,1.25
01/01/2023,5,2.58
01/01/2023,6,1
02/01/2023,1,1.1
02/01/2023,2,5.46
02/01/2023,3,1.1
02/01/2023,4,1
02/01/2023,5,2.13
02/01/2023,6,1.66
03/01/2023,1,1.96
03/01/2023,2,5.45
03/01/2023,3,0.8
03/01/2023,4,0.53
03/01/2023,5,0.01
03/01/2023,6,0.8
04/01/2023,1,4.41
04/01/2023,2,12.69
04/01/2023,3,2.1
04/01/2023,4,1
04/01/2023,5,0.72
04/01/2023,6,1.87
05/01/2023,1,0.77
05/01/2023,2,1.5
05/01/2023,3,0.52
05/01/2023,4,0.01
05/01/2023,5,0.11
05/01/2023,6,1
06/01/2023,1,2.09
06/01/2023,2,9.4
06/01/2023,3,1.48
06/01/2023,4,1.25
06/01/2023,5,2.85
06/01/2023,6,9.3
07/01/2023,1,1.2
07/01/2023,2,5.23
07/01/2023,3,5.57
07/01/2023,4,2.05
07/01/2023,5,1.2
07/01/2023,6,2.05
08/01/2023,1,1.1
08/01/2023,2,4.95
08/01/2023,3,1.57
08/01/2023,4,1.5
08/01/2023,5,1.5
08/01/2023,6,2.05
09/01/2023,1,1.1
09/01/2023,2,1.99
09/01/2023,3,0.57
09/01/2023,4,1.25
09/01/2023,5,1.1
09/01/2023,6,2.05
10/01/2023,1,1.5
10/01/2023,2,4.02
10/01/2023,3,1.08
10/01/2023,4,1.3
10/01/2023,5,0.03
10/01/2023,6,1.94
11/01/2023,1,1.5
11/01/2023,2,10.77
11/01/2023,3,1.28
11/01/2023,4,1.38
11/01/2023,5,0.55
11/01/2023,6,1.94
12/01/2023,1,8.13
12/01/2023,2,18.89
12/01/2023,3,5.95
12/01/2023,4,6.95
12/01/2023,5,1.12
12/01/2023,6,10.25
13/01/2023,1,1.5
13/01/2023,2,15.38
13/01/2023,3,1.46
13/01/2023,4,1.24
13/01/2023,5,0.71
13/01/2023,6,1.24
14/01/2023,1,1.11
14/01/2023,2,7.95
14/01/2023,3,4.52
14/01/2023,4,4.95
14/01/2023,5,14.69
14/01/2023,6,14.41
15/01/2023,1,4.75
15/01/2023,2,6.7
15/01/2023,3,5.3
15/01/2023,4,4.08
15/01/2023,5,1.55
15/01/2023,6,1.05
16/01/2023,1,1.2
16/01/2023,2,8.69
16/01/2023,3,1
16/01/2023,4,1
16/01/2023,5,14.29
16/01/2023,6,0.01
17/01/2023,1,1.16
17/01/2023,2,1.83
17/01/2023,3,1.25
17/01/2023,4,2.1
17/01/2023,5,0.01
17/01/2023,6,0.01
18/01/2023,1,2.35
18/01/2023,2,15.43
18/01/2023,3,3
18/01/2023,4,1.5
18/01/2023,5,0.01
18/01/2023,6,1.01
19/01/2023,1,5.82
19/01/2023,2,4.75
19/01/2023,3,0.56
19/01/2023,4,0.82
19/01/2023,5,2
19/01/2023,6,0.04
20/01/2023,1,1.99
20/01/2023,2,6.17
20/01/2023,3,1
20/01/2023,4,0
20/01/2023,5,0
20/01/2023,6,0.8
21/01/2023,1,0.93
21/01/2023,2,0.84
21/01/2023,3,1.52
21/01/2023,4,1.72
21/01/2023,5,0.84
21/01/2023,6,0.43
22/01/2023,1,0.74
22/01/2023,2,0.8
22/01/2023,3,2.5
22/01/2023,4,1.33
22/01/2023,5,0
22/01/2023,6,1.02
23/01/2023,1,0.01
23/01/2023,2,1.57
23/01/2023,3,1.25
23/01/2023,4,0
23/01/2023,5,0
23/01/2023,6,0.21
24/01/2023,1,1.2
24/01/2023,2,4.68
24/01/2023,3,1
24/01/2023,4,0.5
24/01/2023,5,3.47
24/01/2023,6,0.8
25/01/2023,1,1.02
25/01/2023,2,1.78
25/01/2023,3,2.19
25/01/2023,4,1.06
25/01/2023,5,0
25/01/2023,6,1.38
26/01/2023,1,0.8
26/01/2023,2,1.81
26/01/2023,3,0.18
26/01/2023,4,1.3
26/01/2023,5,0.5
26/01/2023,6,0.01
27/01/2023,1,0.79
27/01/2023,2,1.91
27/01/2023,3,1
27/01/2023,4,0.76
27/01/2023,5,0.5
27/01/2023,6,1.08
28/01/2023,1,0.49
28/01/2023,2,0.84
28/01/2023,3,0.62
28/01/2023,4,0.01
28/01/2023,5,0.01
28/01/2023,6,0.01
29/01/2023,1,1.71
29/01/2023,2,6
29/01/2023,3,0.64
29/01/2023,4,0.82
29/01/2023,5,0.65
29/01/2023,6,1.95
30/01/2023,1,1.5
30/01/2023,2,6.23
30/01/2023,3,1.98
30/01/2023,4,1.14
30/01/2023,5,2.09
30/01/2023,6,0.24
31/01/2023,1,4.38
31/01/2023,2,5.64
31/01/2023,3,1.2
31/01/2023,4,2.5
31/01/2023,5,0.8
31/01/2023,6,2.05
01/02/2023,1,1.21
01/02/2023,2,6.6
01/02/2023,3,2.63
01/02/2023,4,2.05
01/02/2023,5,4.26
01/02/2023,6,1.12
02/02/2023,1,0.9
02/02/2023,2,1.82
02/02/2023,3,0.55
02/02/2023,4,0.74
02/02/2023,5,3.95
02/02/2023,6,2.23
03/02/2023,1,1.37
03/02/2023,2,6.22
03/02/2023,3,2.05
03/02/2023,4,3.95
03/02/2023,5,1.1
03/02/2023,6,1.15
04/02/2023,1,0.78
04/02/2023,2,0.85
04/02/2023,3,0.63
04/02/2023,4,1.5
04/02/2023,5,1
04/02/2023,6,3.92
05/02/2023,1,0.94
05/02/2023,2,9.51
05/02/2023,3,6.16
05/02/2023,4,4.24
05/02/2023,5,5.93
05/02/2023,6,6.22
06/02/2023,1,4.8
06/02/2023,2,16.61
06/02/2023,3,4.8
06/02/2023,4,5.7
06/02/2023,5,7.46
06/02/2023,6,1.41
07/02/2023,1,0.56
07/02/2023,2,0.86
07/02/2023,3,0
07/02/2023,4,0.75
07/02/2023,5,0
07/02/2023,6,0.1
08/02/2023,1,0.48
08/02/2023,2,0.81
08/02/2023,3,0.5
08/02/2023,4,0.48
08/02/2023,5,0.8
08/02/2023,6,0.5
09/02/2023,1,1.68
09/02/2023,2,2.16
09/02/2023,3,0.84
09/02/2023,4,0.68
09/02/2023,5,5
09/02/2023,6,0.87
10/02/2023,1,0.89
10/02/2023,2,1.83
10/02/2023,3,0.92
10/02/2023,4,0.75
10/02/2023,5,0.65
10/02/2023,6,0.85
11/02/2023,1,0.77
11/02/2023,2,0.85
11/02/2023,3,0.64
11/02/2023,4,1.2
11/02/2023,5,0.49
11/02/2023,6,0.59
12/02/2023,1,0.83
12/02/2023,2,0.63
12/02/2023,3,0.56
12/02/2023,4,1.2
12/02/2023,5,0.49
12/02/2023,6,0.88
13/02/2023,1,0.78
13/02/2023,2,0.85
13/02/2023,3,0.5
13/02/2023,4,0.77
13/02/2023,5,0.74
13/02/2023,6,0.8
14/02/2023,1,0.75
14/02/2023,2,0.61
14/02/2023,3,0.64
14/02/2023,4,0.69
14/02/2023,5,0.5
14/02/2023,6,0.69
15/02/2023,1,0.85
15/02/2023,2,4.93
15/02/2023,3,0.93
15/02/2023,4,1.15
15/02/2023,5,0.68
15/02/2023,6,0.53
16/02/2023,1,1.19
16/02/2023,2,1.81
16/02/2023,3,0.65
16/02/2023,4,0.75
16/02/2023,5,0.51
16/02/2023,6,2
17/02/2023,1,1.55
17/02/2023,2,4.88
17/02/2023,3,1.3
17/02/2023,4,1.49
17/02/2023,5,1.91
17/02/2023,6,1.09
18/02/2023,1,1.4
18/02/2023,2,2.16
18/02/2023,3,0.66
18/02/2023,4,1.11
18/02/2023,5,0.51
18/02/2023,6,0.6
19/02/2023,1,0.77
19/02/2023,2,1.3
19/02/2023,3,0.95
19/02/2023,4,1.77
19/02/2023,5,0.6
19/02/2023,6,1.11
20/02/2023,1,0.92
20/02/2023,2,2.74
20/02/2023,3,0.87
20/02/2023,4,0.9
20/02/2023,5,1.9
20/02/2023,6,0.97
21/02/2023,1,0.79
21/02/2023,2,3.4
21/02/2023,3,0.72
21/02/2023,4,1.01
21/02/2023,5,0.51
21/02/2023,6,0.67
22/02/2023,1,0.79
22/02/2023,2,2.9
22/02/2023,3,0.5
22/02/2023,4,0.81
22/02/2023,5,0.5
22/02/2023,6,0.75
23/02/2023,1,0.8
23/02/2023,2,1.81
23/02/2023,3,0.44
23/02/2023,4,0.66
23/02/2023,5,0.5
23/02/2023,6,0.75
24/02/2023,1,0.81
24/02/2023,2,2.56
24/02/2023,3,0.57
24/02/2023,4,0.6
24/02/2023,5,0.51
24/02/2023,6,0.57
25/02/2023,1,1.49
25/02/2023,2,3.56
25/02/2023,3,0.64
25/02/2023,4,2.52
25/02/2023,5,1.53
25/02/2023,6,0.87
26/02/2023,1,0.77
26/02/2023,2,0.86
26/02/2023,3,0.64
26/02/2023,4,0.73
26/02/2023,5,0.51
26/02/2023,6,0.6
27/02/2023,1,3.2
27/02/2023,2,5.1
27/02/2023,3,0.8
27/02/2023,4,0.7
27/02/2023,5,2.74
27/02/2023,6,0.9
28/02/2023,1,0.8
28/02/2023,2,2.79
28/02/2023,3,0.51
28/02/2023,4,0.67
28/02/2023,5,2.72
28/02/2023,6,3.4
01/03/2023,1,0.79
01/03/2023,2,0.94
01/03/2023,3,0.27
01/03/2023,4,1.78
01/03/2023,5,0.89
01/03/2023,6,0.03
02/03/2023,1,0.54
02/03/2023,2,0.86
02/03/2023,3,0.01
02/03/2023,4,0.26
02/03/2023,5,0
02/03/2023,6,0.61
03/03/2023,1,0.68
03/03/2023,2,1.09
03/03/2023,3,0.62
03/03/2023,4,0
03/03/2023,5,0
03/03/2023,6,0.56
04/03/2023,1,0.72
04/03/2023,2,0.86
04/03/2023,3,0.65
04/03/2023,4,1.18
04/03/2023,5,1.01
04/03/2023,6,0.61
05/03/2023,1,0.29
05/03/2023,2,0.01
05/03/2023,3,0.04
05/03/2023,4,0.03
05/03/2023,5,0
05/03/2023,6,0.13
06/03/2023,1,1
06/03/2023,2,1.9
06/03/2023,3,0.44
06/03/2023,4,0.01
06/03/2023,5,0.49
06/03/2023,6,0.5
07/03/2023,1,0.54
07/03/2023,2,0.86
07/03/2023,3,0.14
07/03/2023,4,0.23
07/03/2023,5,0
07/03/2023,6,0.01
08/03/2023,1,0.58
08/03/2023,2,0.98
08/03/2023,3,0.5
08/03/2023,4,0.5
08/03/2023,5,0.51
08/03/2023,6,0.92
09/03/2023,1,1.18
09/03/2023,2,1.08
09/03/2023,3,0.89
09/03/2023,4,0.5
09/03/2023,5,0.51
09/03/2023,6,1.44
10/03/2023,1,1.03
10/03/2023,2,5
10/03/2023,3,0.48
10/03/2023,4,1.02
10/03/2023,5,0.52
10/03/2023,6,0.51
11/03/2023,1,0.77
11/03/2023,2,0.81
11/03/2023,3,0.25
11/03/2023,4,0.63
11/03/2023,5,0.51
11/03/2023,6,2.05
12/03/2023,1,5
12/03/2023,2,4.95
12/03/2023,3,4.3
12/03/2023,4,3
12/03/2023,5,4
12/03/2023,6,3.08
13/03/2023,1,1.95
13/03/2023,2,5.29
13/03/2023,3,2.25
13/03/2023,4,3.42
13/03/2023,5,2
13/03/2023,6,4
14/03/2023,1,3.95
14/03/2023,2,5.5
14/03/2023,3,0.5
14/03/2023,4,2
14/03/2023,5,0.52
14/03/2023,6,0.4
15/03/2023,1,2.5
15/03/2023,2,4
15/03/2023,3,0.5
15/03/2023,4,0.93
15/03/2023,5,0.38
15/03/2023,6,2.95
16/03/2023,1,2.4
16/03/2023,2,4.2
16/03/2023,3,1.08
16/03/2023,4,1.69
16/03/2023,5,1.12
16/03/2023,6,0.7
17/03/2023,1,5.41
17/03/2023,2,5.48
17/03/2023,3,0.5
17/03/2023,4,0.64
17/03/2023,5,0.42
17/03/2023,6,0.27
18/03/2023,1,3.79
18/03/2023,2,2.77
18/03/2023,3,1.7
18/03/2023,4,3.16
18/03/2023,5,0.46
18/03/2023,6,0.63
19/03/2023,1,5.56
19/03/2023,2,5.56
19/03/2023,3,5.56
19/03/2023,4,5.56
19/03/2023,5,2.13
19/03/2023,6,2.57
20/03/2023,1,5
20/03/2023,2,5.44
20/03/2023,3,0.83
20/03/2023,4,3.49
20/03/2023,5,0.48
20/03/2023,6,1.35
21/03/2023,1,5
21/03/2023,2,5.64
21/03/2023,3,4.45
21/03/2023,4,8
21/03/2023,5,4.95
21/03/2023,6,5.82
22/03/2023,1,2
22/03/2023,2,8
22/03/2023,3,0.89
22/03/2023,4,5.28
22/03/2023,5,1.54
22/03/2023,6,3.5
23/03/2023,1,2
23/03/2023,2,5.73
23/03/2023,3,0.99
23/03/2023,4,0.83
23/03/2023,5,2.95
23/03/2023,6,3.25
24/03/2023,1,5
24/03/2023,2,10
24/03/2023,3,3.34
24/03/2023,4,3.28
24/03/2023,5,1.21
24/03/2023,6,0.94
25/03/2023,1,2.09
25/03/2023,2,3.49
25/03/2023,3,2.15
25/03/2023,4,2.01
25/03/2023,5,2.46
25/03/2023,6,3.16
26/03/2023,1,4.95
26/03/2023,2,20.26
26/03/2023,3,5.95
26/03/2023,4,7.25
26/03/2023,5,6.95
26/03/2023,6,4.19
27/03/2023,1,13.93
27/03/2023,2,30
27/03/2023,3,5.21
27/03/2023,4,4.95
27/03/2023,5,4.95
27/03/2023,6,2.01
28/03/2023,1,4.8
28/03/2023,2,5.19
28/03/2023,3,3.16
28/03/2023,4,5.85
28/03/2023,5,4.21
28/03/2023,6,10
29/03/2023,1,12.42
29/03/2023,2,60.15
29/03/2023,3,5.44
29/03/2023,4,6.64
29/03/2023,5,7
29/03/2023,6,8
30/03/2023,1,6.59
30/03/2023,2,5.19
30/03/2023,3,4.22
30/03/2023,4,8
30/03/2023,5,8.1
30/03/2023,6,4.33
31/03/2023,1,5
31/03/2023,2,33.22
31/03/2023,3,3.2
31/03/2023,4,4
31/03/2023,5,2
31/03/2023,6,5
01/04/2023,1,8
01/04/2023,2,22
01/04/2023,3,7
01/04/2023,4,8
01/04/2023,5,3.16
01/04/2023,6,14.41
02/04/2023,1,10
02/04/2023,2,22
02/04/2023,3,5.13
02/04/2023,4,9
02/04/2023,5,5
02/04/2023,6,5
03/04/2023,1,8.5
03/04/2023,2,12
03/04/2023,3,3.19
03/04/2023,4,8
03/04/2023,5,3.06
03/04/2023,6,5
04/04/2023,1,10
04/04/2023,2,11
04/04/2023,3,5
04/04/2023,4,8
04/04/2023,5,5
04/04/2023,6,3.56
05/04/2023,1,7.5
05/04/2023,2,10
05/04/2023,3,5
05/04/2023,4,7.4
05/04/2023,5,6.5
05/04/2023,6,5.4
06/04/2023,1,6.05
06/04/2023,2,6.05
06/04/2023,3,6.87
06/04/2023,4,7.94
06/04/2023,5,6.05
06/04/2023,6,6.05
07/04/2023,1,5.6
07/04/2023,2,3.23
07/04/2023,3,4.5
07/04/2023,4,6.5
07/04/2023,5,4.5
07/04/2023,6,3
08/04/2023,1,4.5
08/04/2023,2,3
08/04/2023,3,4.5
08/04/2023,4,8
08/04/2023,5,4.5
08/04/2023,6,5.5
09/04/2023,1,4.5
09/04/2023,2,3.1
09/04/2023,3,4.5
09/04/2023,4,8
09/04/2023,5,4.65
09/04/2023,6,5.4
10/04/2023,1,3.15
10/04/2023,2,4.5
10/04/2023,3,4.5
10/04/2023,4,6.43
10/04/2023,5,4.78
10/04/2023,6,5.5
11/04/2023,1,2.5
11/04/2023,2,4.5
11/04/2023,3,3.97
11/04/2023,4,6.5
11/04/2023,5,4.5
11/04/2023,6,5.4
12/04/2023,1,4.5
12/04/2023,2,4.86
12/04/2023,3,7.78
12/04/2023,4,5.83
12/04/2023,5,4.89
12/04/2023,6,5.67
13/04/2023,1,3.92
13/04/2023,2,9
13/04/2023,3,7.03
13/04/2023,4,7
13/04/2023,5,7.57
13/04/2023,6,0.89
14/04/2023,1,8
14/04/2023,2,16
14/04/2023,3,7
14/04/2023,4,7
14/04/2023,5,3
14/04/2023,6,3
15/04/2023,1,8
15/04/2023,2,12
15/04/2023,3,3.45
15/04/2023,4,8
15/04/2023,5,3
15/04/2023,6,3.31
16/04/2023,1,3
16/04/2023,2,9.32
16/04/2023,3,7
16/04/2023,4,8.5
16/04/2023,5,9.47
16/04/2023,6,1.6
17/04/2023,1,3
17/04/2023,2,12
17/04/2023,3,6.33
17/04/2023,4,8.5
17/04/2023,5,4.25
17/04/2023,6,4.43
18/04/2023,1,8
18/04/2023,2,7
18/04/2023,3,3.1
18/04/2023,4,8
18/04/2023,5,25
18/04/2023,6,2.66
19/04/2023,1,8
19/04/2023,2,6.12
19/04/2023,3,15
19/04/2023,4,25
19/04/2023,5,7.66
19/04/2023,6,7.55
20/04/2023,1,13.76
20/04/2023,2,9
20/04/2023,3,7
20/04/2023,4,7.96
20/04/2023,5,7.66
20/04/2023,6,7.55
21/04/2023,1,7
21/04/2023,2,6.12
21/04/2023,3,3
21/04/2023,4,8.9
21/04/2023,5,7
21/04/2023,6,2.21
22/04/2023,1,8.5
22/04/2023,2,8
22/04/2023,3,4.13
22/04/2023,4,3.8
22/04/2023,5,4.79
22/04/2023,6,6.21
23/04/2023,1,3.04
23/04/2023,2,3
23/04/2023,3,3
23/04/2023,4,3.24
23/04/2023,5,3.21
23/04/2023,6,3
24/04/2023,1,3
24/04/2023,2,3.18
24/04/2023,3,3
24/04/2023,4,3
24/04/2023,5,3.12
24/04/2023,6,3
25/04/2023,1,3.45
25/04/2023,2,3.45
25/04/2023,3,2.1
25/04/2023,4,3.45
25/04/2023,5,2.16
25/04/2023,6,2
26/04/2023,1,3.24
26/04/2023,2,3.24
26/04/2023,3,3.24
26/04/2023,4,3.93
26/04/2023,5,4.03
26/04/2023,6,3.24
27/04/2023,1,5.7
27/04/2023,2,8
27/04/2023,3,5.85
27/04/2023,4,8
27/04/2023,5,5.3
27/04/2023,6,4.99
28/04/2023,1,3.33
28/04/2023,2,3.33
28/04/2023,3,3
28/04/2023,4,4.5
28/04/2023,5,5.5
28/04/2023,6,3
29/04/2023,1,3.82
29/04/2023,2,3
29/04/2023,3,3.01
29/04/2023,4,3.91
29/04/2023,5,5
29/04/2023,6,3
30/04/2023,1,8.82
30/04/2023,2,25
30/04/2023,3,4.14
30/04/2023,4,8
30/04/2023,5,3.12
30/04/2023,6,3.12
01/05/2023,1,3.42
01/05/2023,2,3.42
01/05/2023,3,3.78
01/05/2023,4,3.42
01/05/2023,5,3.5
01/05/2023,6,4.11
02/05/2023,1,3.16
02/05/2023,2,3.5
02/05/2023,3,3.25
02/05/2023,4,3.65
02/05/2023,5,4.64
02/05/2023,6,3.51
03/05/2023,1,3
03/05/2023,2,3
03/05/2023,3,3.49
03/05/2023,4,4.01
03/05/2023,5,4.23
03/05/2023,6,3.21
04/05/2023,1,3.32
04/05/2023,2,3.94
04/05/2023,3,3.94
04/05/2023,4,4.01
04/05/2023,5,4.23
04/05/2023,6,4.23
05/05/2023,1,3.63
05/05/2023,2,4.03
05/05/2023,3,3.63
05/05/2023,4,4.01
05/05/2023,5,4.58
05/05/2023,6,3.91
06/05/2023,1,3
06/05/2023,2,8.5
06/05/2023,3,3.27
06/05/2023,4,8
06/05/2023,5,5.03
06/05/2023,6,7.03
07/05/2023,1,4.03
07/05/2023,2,4.03
07/05/2023,3,4.01
07/05/2023,4,5.48
07/05/2023,5,3.76
07/05/2023,6,3.27
08/05/2023,1,3
08/05/2023,2,4.3
08/05/2023,3,4.2
08/05/2023,4,8
08/05/2023,5,4.2
08/05/2023,6,3.27
09/05/2023,1,3.5
09/05/2023,2,2.78
09/05/2023,3,3.44
09/05/2023,4,3.73
09/05/2023,5,3.66
09/05/2023,6,2.33
10/05/2023,1,3
10/05/2023,2,3
10/05/2023,3,3.82
10/05/2023,4,3.26
10/05/2023,5,3.21
10/05/2023,6,3.26
11/05/2023,1,3
11/05/2023,2,4.18
11/05/2023,3,3.67
11/05/2023,4,3.72
11/05/2023,5,3
11/05/2023,6,3
12/05/2023,1,3.29
12/05/2023,2,3.78
12/05/2023,3,4.06
12/05/2023,4,4.84
12/05/2023,5,3
12/05/2023,6,3
13/05/2023,1,3.01
13/05/2023,2,4.38
13/05/2023,3,2.33
13/05/2023,4,2.15
13/05/2023,5,3
13/05/2023,6,2
14/05/2023,1,3.29
14/05/2023,2,3.78
14/05/2023,3,4.06
14/05/2023,4,4.84
14/05/2023,5,3.2
14/05/2023,6,3.86
15/05/2023,1,3.29
15/05/2023,2,2.88
15/05/2023,3,4.06
15/05/2023,4,4.91
15/05/2023,5,3
15/05/2023,6,3
16/05/2023,1,2
16/05/2023,2,3.99
16/05/2023,3,4.87
16/05/2023,4,4.03
16/05/2023,5,3.12
16/05/2023,6,4.51
17/05/2023,1,3.82
17/05/2023,2,4.32
17/05/2023,3,4.2
17/05/2023,4,2.93
17/05/2023,5,3.41
17/05/2023,6,2.93
18/05/2023,1,4.79
18/05/2023,2,3.05
18/05/2023,3,4.49
18/05/2023,4,3.99
18/05/2023,5,3.84
18/05/2023,6,4.5
19/05/2023,1,3.72
19/05/2023,2,4.81
19/05/2023,3,2.3
19/05/2023,4,4.01
19/05/2023,5,3.99
19/05/2023,6,2.27
20/05/2023,1,3
20/05/2023,2,3.5
20/05/2023,3,3.8
20/05/2023,4,4.4
20/05/2023,5,3.4
20/05/2023,6,3.4
21/05/2023,1,2.39
21/05/2023,2,3.78
21/05/2023,3,3.4
21/05/2023,4,4.72
21/05/2023,5,3.4
21/05/2023,6,2
22/05/2023,1,3.22
22/05/2023,2,3.01
22/05/2023,3,3.35
22/05/2023,4,4.72
22/05/2023,5,3.64
22/05/2023,6,2.94
23/05/2023,1,2
23/05/2023,2,3.51
23/05/2023,3,2
23/05/2023,4,4.32
23/05/2023,5,2
23/05/2023,6,1.37
24/05/2023,1,4
24/05/2023,2,3.5
24/05/2023,3,3.96
24/05/2023,4,5.44
24/05/2023,5,3.96
24/05/2023,6,1.37
25/05/2023,1,3.9
25/05/2023,2,3.9
25/05/2023,3,3.9
25/05/2023,4,6
25/05/2023,5,4.6
25/05/2023,6,3.9
26/05/2023,1,5
26/05/2023,2,7.88
26/05/2023,3,4
26/05/2023,4,5
26/05/2023,5,6
26/05/2023,6,4
27/05/2023,1,2
27/05/2023,2,2
27/05/2023,3,2.53
27/05/2023,4,6.35
27/05/2023,5,6.53
27/05/2023,6,2.99
28/05/2023,1,1.27
28/05/2023,2,2
28/05/2023,3,4
28/05/2023,4,8.23
28/05/2023,5,13
28/05/2023,6,2.76
29/05/2023,1,1.5
29/05/2023,2,3.51
29/05/2023,3,3.8
29/05/2023,4,7.8
29/05/2023,5,5.7
29/05/2023,6,2.49
30/05/2023,1,2.48
30/05/2023,2,2.12
30/05/2023,3,4.67
30/05/2023,4,8
30/05/2023,5,6.8
30/05/2023,6,3.48
31/05/2023,1,4.2
31/05/2023,2,10.8
31/05/2023,3,1.2
31/05/2023,4,10
31/05/2023,5,5.48
31/05/2023,6,6
01/06/2023,1,4
01/06/2023,2,9
01/06/2023,3,2.15
01/06/2023,4,4.02
01/06/2023,5,9
01/06/2023,6,7
02/06/2023,1,2
02/06/2023,2,2.38
02/06/2023,3,0.83
02/06/2023,4,5
02/06/2023,5,5.68
02/06/2023,6,2.28
03/06/2023,1,2
03/06/2023,2,2
03/06/2023,3,4.5
03/06/2023,4,6
03/06/2023,5,8
03/06/2023,6,6
04/06/2023,1,2
04/06/2023,2,4.31
04/06/2023,3,2.1
04/06/2023,4,6
04/06/2023,5,7.72
04/06/2023,6,3
05/06/2023,1,2
05/06/2023,2,4.18
05/06/2023,3,2
05/06/2023,4,6
05/06/2023,5,6
05/06/2023,6,2
06/06/2023,1,2.37
06/06/2023,2,4.4
06/06/2023,3,4
06/06/2023,4,2.16
06/06/2023,5,3.48
06/06/2023,6,0.85
07/06/2023,1,2
07/06/2023,2,4.31
07/06/2023,3,2
07/06/2023,4,4.58
07/06/2023,5,6
07/06/2023,6,1.49
08/06/2023,1,3.67
08/06/2023,2,7.17
08/06/2023,3,5.48
08/06/2023,4,11
08/06/2023,5,5.62
08/06/2023,6,2.69
09/06/2023,1,3.67
09/06/2023,2,3.89
09/06/2023,3,11
09/06/2023,4,5.8
09/06/2023,5,3.5
09/06/2023,6,5.25
10/06/2023,1,2.79
10/06/2023,2,4.5
10/06/2023,3,3.14
10/06/2023,4,8.5
10/06/2023,5,4.27
10/06/2023,6,4.52
11/06/2023,1,4.23
11/06/2023,2,9
11/06/2023,3,3.31
11/06/2023,4,3.48
11/06/2023,5,6.49
11/06/2023,6,2.47
12/06/2023,1,7
12/06/2023,2,8
12/06/2023,3,2
12/06/2023,4,4.11
12/06/2023,5,2.21
12/06/2023,6,2.69
13/06/2023,1,3.86
13/06/2023,2,8
13/06/2023,3,3.5
13/06/2023,4,5.59
13/06/2023,5,7.4
13/06/2023,6,5.49
14/06/2023,1,11
14/06/2023,2,4.53
14/06/2023,3,3.5
14/06/2023,4,3.64
14/06/2023,5,4
14/06/2023,6,1.73
15/06/2023,1,35
15/06/2023,2,35
15/06/2023,3,12.89
15/06/2023,4,8
15/06/2023,5,11
15/06/2023,6,2.74
16/06/2023,1,4.2
16/06/2023,2,4.2
16/06/2023,3,2
16/06/2023,4,3.8
16/06/2023,5,2
16/06/2023,6,1.11
17/06/2023,1,2
17/06/2023,2,5.03
17/06/2023,3,2.89
17/06/2023,4,8
17/06/2023,5,4.5
17/06/2023,6,1.49
18/06/2023,1,4.2
18/06/2023,2,2.78
18/06/2023,3,2.89
18/06/2023,4,4.2
18/06/2023,5,4.5
18/06/2023,6,2.25
19/06/2023,1,3.08
19/06/2023,2,8
19/06/2023,3,2.88
19/06/2023,4,2.4
19/06/2023,5,4.16
19/06/2023,6,2
20/06/2023,1,3.71
20/06/2023,2,4.21
20/06/2023,3,3
20/06/2023,4,2
20/06/2023,5,3
20/06/2023,6,2
21/06/2023,1,2.2
21/06/2023,2,4.78
21/06/2023,3,2.7
21/06/2023,4,2
21/06/2023,5,2
21/06/2023,6,1.66
22/06/2023,1,3.72
22/06/2023,2,4.8
22/06/2023,3,2.43
22/06/2023,4,4.42
22/06/2023,5,5.7
22/06/2023,6,1.34
23/06/2023,1,6.82
23/06/2023,2,2
23/06/2023,3,2.53
23/06/2023,4,5
23/06/2023,5,3.99
23/06/2023,6,3.5
24/06/2023,1,4
24/06/2023,2,4
24/06/2023,3,3.04
24/06/2023,4,9.69
24/06/2023,5,9.69
24/06/2023,6,1.9
25/06/2023,1,2.81
25/06/2023,2,3.4
25/06/2023,3,3.07
25/06/2023,4,14.69
25/06/2023,5,9
25/06/2023,6,4.4
26/06/2023,1,3.8
26/06/2023,2,2.32
26/06/2023,3,2.56
26/06/2023,4,4.84
26/06/2023,5,4.12
26/06/2023,6,2.13
27/06/2023,1,7
27/06/2023,2,3.73
27/06/2023,3,2.72
27/06/2023,4,5
27/06/2023,5,3.8
27/06/2023,6,1.49
28/06/2023,1,6.65
28/06/2023,2,9.72
28/06/2023,3,3.01
28/06/2023,4,2.71
28/06/2023,5,5.05
28/06/2023,6,2.24
29/06/2023,1,2.53
29/06/2023,2,7.54
29/06/2023,3,2.09
29/06/2023,4,7.98
29/06/2023,5,1.45
29/06/2023,6,2.11
30/06/2023,1,2.02
30/06/2023,2,4.16
30/06/2023,3,1.35
30/06/2023,4,2.46
30/06/2023,5,6.5
30/06/2023,6,2
01/07/2023,1,1.51
01/07/2023,2,4.2
01/07/2023,3,2.5
01/07/2023,4,12
01/07/2023,5,9
01/07/2023,6,2.2
02/07/2023,1,2.34
02/07/2023,2,3.09
02/07/2023,3,1.51
02/07/2023,4,9.99
02/07/2023,5,21.23
02/07/2023,6,3.12
03/07/2023,1,2.43
03/07/2023,2,2
03/07/2023,3,3.26
03/07/2023,4,6.4
03/07/2023,5,4.41
03/07/2023,6,1.7
04/07/2023,1,6
04/07/2023,2,9
04/07/2023,3,3.25
04/07/2023,4,5
04/07/2023,5,6.4
04/07/2023,6,1.9
