registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.71,2025-03-22T07:00:00,2025-03-22T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.33,2025-03-22T15:00:00,2025-03-22T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.78,2025-03-22T03:00:00,2025-03-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.17,2025-03-22T11:00:00,2025-03-22T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.48,2025-03-21T23:00:00,2025-03-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.91,2025-03-22T07:00:00,2025-03-22T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.31,2025-03-22T03:00:00,2025-03-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.92,2025-03-23T03:00:00,2025-03-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-23T11:00:00,2025-03-23T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3,2025-03-22T23:00:00,2025-03-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.71,2025-03-23T07:00:00,2025-03-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.82,2025-03-23T03:00:00,2025-03-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.98,2025-03-22T23:00:00,2025-03-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.89,2025-03-23T19:00:00,2025-03-23T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.98,2025-03-23T15:00:00,2025-03-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.97,2025-03-23T11:00:00,2025-03-23T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.54,2025-03-23T19:00:00,2025-03-23T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.69,2025-03-23T07:00:00,2025-03-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.2,2025-03-23T15:00:00,2025-03-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,6.14,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.69,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.6,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.69,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.94,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.21,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.98,2025-03-28T23:00:00,2025-03-29T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.67,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.11,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.36,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.68,2025-03-28T23:00:00,2025-03-29T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.23,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.6,2025-03-29T23:00:00,2025-03-30T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,6.32,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.9,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,8.04,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.1,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,10.33,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.56,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.42,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.69,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,9.08,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.57,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.02,2025-03-29T23:00:00,2025-03-30T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.71,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.33,2025-04-04T22:00:00,2025-04-05T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.11,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.61,2025-04-04T22:00:00,2025-04-05T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,6,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.98,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.08,2025-04-06T14:00:00,2025-04-06T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.8,2025-04-06T14:00:00,2025-04-06T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.89,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.95,2025-04-05T22:00:00,2025-04-06T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.5,2025-04-05T22:00:00,2025-04-06T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.98,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.97,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.65,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.16,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.9,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.36,2025-04-08T06:00:00,2025-04-08T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.94,2025-04-08T10:00:00,2025-04-08T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.25,2025-04-07T22:00:00,2025-04-08T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.72,2025-04-08T10:00:00,2025-04-08T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.4,2025-04-07T22:00:00,2025-04-08T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.02,2025-04-08T14:00:00,2025-04-08T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6,2025-04-08T02:00:00,2025-04-08T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.95,2025-04-08T14:00:00,2025-04-08T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.96,2025-04-08T02:00:00,2025-04-08T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5,2025-04-08T18:00:00,2025-04-08T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.16,2025-04-08T06:00:00,2025-04-08T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.56,2025-04-08T18:00:00,2025-04-08T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.94,2025-04-12T22:00:00,2025-04-13T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.45,2025-04-13T18:00:00,2025-04-13T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.95,2025-04-13T14:00:00,2025-04-13T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.13,2025-04-13T10:00:00,2025-04-13T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.89,2025-04-13T18:00:00,2025-04-13T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.33,2025-04-13T06:00:00,2025-04-13T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.69,2025-04-13T14:00:00,2025-04-13T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.2,2025-04-13T02:00:00,2025-04-13T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.62,2025-04-13T10:00:00,2025-04-13T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.49,2025-04-12T22:00:00,2025-04-13T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.69,2025-04-13T06:00:00,2025-04-13T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.11,2025-04-13T02:00:00,2025-04-13T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.25,2025-04-14T14:00:00,2025-04-14T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.29,2025-04-14T02:00:00,2025-04-14T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.5,2025-04-14T18:00:00,2025-04-14T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.76,2025-04-14T06:00:00,2025-04-14T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4,2025-04-14T10:00:00,2025-04-14T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-04-13T22:00:00,2025-04-14T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.67,2025-04-14T14:00:00,2025-04-14T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.49,2025-04-14T02:00:00,2025-04-14T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.4,2025-04-14T18:00:00,2025-04-14T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.3,2025-04-14T06:00:00,2025-04-14T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-04-14T10:00:00,2025-04-14T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.23,2025-04-13T22:00:00,2025-04-14T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.4,2025-04-15T02:00:00,2025-04-15T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.38,2025-04-15T06:00:00,2025-04-15T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.89,2025-04-15T18:00:00,2025-04-15T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.91,2025-04-15T18:00:00,2025-04-15T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.5,2025-04-15T06:00:00,2025-04-15T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.99,2025-04-15T10:00:00,2025-04-15T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.83,2025-04-14T22:00:00,2025-04-15T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.63,2025-04-15T10:00:00,2025-04-15T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.85,2025-04-14T22:00:00,2025-04-15T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.17,2025-04-15T14:00:00,2025-04-15T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.71,2025-04-15T02:00:00,2025-04-15T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.5,2025-04-15T14:00:00,2025-04-15T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.48,2025-04-16T02:00:00,2025-04-16T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.65,2025-04-16T14:00:00,2025-04-16T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-04-15T22:00:00,2025-04-16T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,10.11,2025-04-16T10:00:00,2025-04-16T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.95,2025-04-16T18:00:00,2025-04-16T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.42,2025-04-16T14:00:00,2025-04-16T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.69,2025-04-16T10:00:00,2025-04-16T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.59,2025-04-16T06:00:00,2025-04-16T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,7.04,2025-04-16T02:00:00,2025-04-16T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.91,2025-04-15T22:00:00,2025-04-16T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.9,2025-04-16T18:00:00,2025-04-16T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.69,2025-04-16T06:00:00,2025-04-16T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.59,2025-04-17T02:00:00,2025-04-17T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.42,2025-04-17T14:00:00,2025-04-17T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.18,2025-04-17T18:00:00,2025-04-17T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.45,2025-04-17T02:00:00,2025-04-17T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.38,2025-04-17T06:00:00,2025-04-17T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.44,2025-04-17T18:00:00,2025-04-17T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.55,2025-04-17T06:00:00,2025-04-17T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3,2025-04-16T22:00:00,2025-04-17T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.93,2025-04-17T10:00:00,2025-04-17T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.05,2025-04-17T10:00:00,2025-04-17T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.84,2025-04-17T14:00:00,2025-04-17T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.03,2025-04-16T22:00:00,2025-04-17T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.89,2025-04-18T06:00:00,2025-04-18T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.44,2025-04-18T10:00:00,2025-04-18T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.28,2025-04-17T22:00:00,2025-04-18T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,7.96,2025-04-18T10:00:00,2025-04-18T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.93,2025-04-18T14:00:00,2025-04-18T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.97,2025-04-17T22:00:00,2025-04-18T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.32,2025-04-18T02:00:00,2025-04-18T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.42,2025-04-18T14:00:00,2025-04-18T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.42,2025-04-18T18:00:00,2025-04-18T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.48,2025-04-18T02:00:00,2025-04-18T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.11,2025-04-18T06:00:00,2025-04-18T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.34,2025-04-18T18:00:00,2025-04-18T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.25,2025-04-19T10:00:00,2025-04-19T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.32,2025-04-18T22:00:00,2025-04-19T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-04-19T14:00:00,2025-04-19T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.94,2025-04-19T02:00:00,2025-04-19T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.86,2025-04-19T14:00:00,2025-04-19T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.89,2025-04-19T18:00:00,2025-04-19T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.98,2025-04-19T02:00:00,2025-04-19T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3,2025-04-19T06:00:00,2025-04-19T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2,2025-04-19T18:00:00,2025-04-19T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.24,2025-04-19T06:00:00,2025-04-19T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.36,2025-04-19T10:00:00,2025-04-19T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.08,2025-04-18T22:00:00,2025-04-19T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.73,2025-04-20T02:00:00,2025-04-20T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.3,2025-04-20T18:00:00,2025-04-20T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.25,2025-04-20T06:00:00,2025-04-20T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.8,2025-04-20T18:00:00,2025-04-20T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.05,2025-04-20T06:00:00,2025-04-20T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.02,2025-04-20T10:00:00,2025-04-20T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.71,2025-04-19T22:00:00,2025-04-20T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.97,2025-04-20T10:00:00,2025-04-20T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.32,2025-04-20T14:00:00,2025-04-20T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.03,2025-04-19T22:00:00,2025-04-20T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.37,2025-04-20T02:00:00,2025-04-20T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.46,2025-04-20T14:00:00,2025-04-20T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.96,2025-04-21T18:00:00,2025-04-21T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2,2025-04-21T06:00:00,2025-04-21T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,0.84,2025-04-21T02:00:00,2025-04-21T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.48,2025-04-21T14:00:00,2025-04-21T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.04,2025-04-21T10:00:00,2025-04-21T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.13,2025-04-20T22:00:00,2025-04-21T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4,2025-04-21T18:00:00,2025-04-21T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.98,2025-04-21T14:00:00,2025-04-21T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.11,2025-04-21T10:00:00,2025-04-21T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.24,2025-04-21T06:00:00,2025-04-21T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.3,2025-04-21T02:00:00,2025-04-21T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.25,2025-04-20T22:00:00,2025-04-21T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.9,2025-04-22T02:00:00,2025-04-22T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.77,2025-04-21T22:00:00,2025-04-22T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.54,2025-04-22T18:00:00,2025-04-22T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.9,2025-04-22T14:00:00,2025-04-22T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.6,2025-04-22T10:00:00,2025-04-22T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.83,2025-04-21T22:00:00,2025-04-22T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.16,2025-04-22T18:00:00,2025-04-22T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.4,2025-04-22T06:00:00,2025-04-22T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.6,2025-04-22T14:00:00,2025-04-22T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.4,2025-04-22T02:00:00,2025-04-22T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.54,2025-04-22T10:00:00,2025-04-22T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.38,2025-04-22T06:00:00,2025-04-22T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.17,2025-04-23T10:00:00,2025-04-23T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.2,2025-04-23T18:00:00,2025-04-23T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.89,2025-04-23T06:00:00,2025-04-23T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.69,2025-04-23T14:00:00,2025-04-23T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.25,2025-04-23T02:00:00,2025-04-23T06:00:00,,
