registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,executedQuantity,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.76,2025-03-16T03:00:00,2025-03-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.1,2025-03-16T15:00:00,2025-03-16T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.5,2025-03-16T19:00:00,2025-03-16T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2,2025-03-16T03:00:00,2025-03-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.45,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.13,2025-03-16T19:00:00,2025-03-16T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.4,2025-03-16T23:00:00,2025-03-17T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,1.82,2025-03-17T03:00:00,2025-03-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.42,2025-03-17T15:00:00,2025-03-17T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.98,2025-03-17T03:00:00,2025-03-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.18,2025-03-17T19:00:00,2025-03-17T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.75,2025-03-17T07:00:00,2025-03-17T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.45,2025-03-17T19:00:00,2025-03-17T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.84,2025-03-17T07:00:00,2025-03-17T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.94,2025-03-17T11:00:00,2025-03-17T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.69,2025-03-16T23:00:00,2025-03-17T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.86,2025-03-17T11:00:00,2025-03-17T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.69,2025-03-17T15:00:00,2025-03-17T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.73,2025-03-18T07:00:00,2025-03-18T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.75,2025-03-18T19:00:00,2025-03-18T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.13,2025-03-18T15:00:00,2025-03-18T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.63,2025-03-17T23:00:00,2025-03-18T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.17,2025-03-18T07:00:00,2025-03-18T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.68,2025-03-18T03:00:00,2025-03-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.09,2025-03-18T11:00:00,2025-03-18T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.92,2025-03-18T15:00:00,2025-03-18T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.45,2025-03-18T19:00:00,2025-03-18T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.63,2025-03-17T23:00:00,2025-03-18T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-18T03:00:00,2025-03-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.12,2025-03-18T11:00:00,2025-03-18T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.96,2025-03-19T11:00:00,2025-03-19T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.5,2025-03-19T15:00:00,2025-03-19T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.07,2025-03-18T23:00:00,2025-03-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-19T03:00:00,2025-03-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.91,2025-03-19T15:00:00,2025-03-19T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.73,2025-03-19T03:00:00,2025-03-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.7,2025-03-19T19:00:00,2025-03-19T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.36,2025-03-19T07:00:00,2025-03-19T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1,2025-03-19T19:00:00,2025-03-19T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.88,2025-03-19T07:00:00,2025-03-19T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.69,2025-03-19T11:00:00,2025-03-19T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.78,2025-03-18T23:00:00,2025-03-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.24,2025-03-21T03:00:00,2025-03-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.68,2025-03-20T23:00:00,2025-03-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6.6,2025-03-21T19:00:00,2025-03-21T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.88,2025-03-21T15:00:00,2025-03-21T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.69,2025-03-21T11:00:00,2025-03-21T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.14,2025-03-20T23:00:00,2025-03-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.69,2025-03-21T19:00:00,2025-03-21T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.24,2025-03-21T07:00:00,2025-03-21T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.04,2025-03-21T15:00:00,2025-03-21T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,7.04,2025-03-21T03:00:00,2025-03-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.69,2025-03-21T11:00:00,2025-03-21T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.38,2025-03-21T07:00:00,2025-03-21T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.33,2025-03-22T15:00:00,2025-03-22T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.78,2025-03-22T03:00:00,2025-03-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.17,2025-03-22T11:00:00,2025-03-22T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.48,2025-03-21T23:00:00,2025-03-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.91,2025-03-22T07:00:00,2025-03-22T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.31,2025-03-22T03:00:00,2025-03-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.69,2025-03-21T23:00:00,2025-03-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.98,2025-03-22T19:00:00,2025-03-22T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.18,2025-03-22T15:00:00,2025-03-22T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.69,2025-03-22T11:00:00,2025-03-22T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.6,2025-03-22T19:00:00,2025-03-22T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.71,2025-03-22T07:00:00,2025-03-22T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.98,2025-03-23T15:00:00,2025-03-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.97,2025-03-23T11:00:00,2025-03-23T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.54,2025-03-23T19:00:00,2025-03-23T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.69,2025-03-23T07:00:00,2025-03-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.2,2025-03-23T15:00:00,2025-03-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.92,2025-03-23T03:00:00,2025-03-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-23T11:00:00,2025-03-23T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3,2025-03-22T23:00:00,2025-03-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.71,2025-03-23T07:00:00,2025-03-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.82,2025-03-23T03:00:00,2025-03-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.98,2025-03-22T23:00:00,2025-03-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.89,2025-03-23T19:00:00,2025-03-23T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.44,2025-03-24T19:00:00,2025-03-24T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-24T03:00:00,2025-03-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.65,2025-03-23T23:00:00,2025-03-24T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.59,2025-03-24T19:00:00,2025-03-24T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.01,2025-03-24T15:00:00,2025-03-24T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.69,2025-03-24T11:00:00,2025-03-24T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.33,2025-03-24T07:00:00,2025-03-24T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,10.48,2025-03-24T15:00:00,2025-03-24T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.44,2025-03-24T03:00:00,2025-03-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.83,2025-03-24T11:00:00,2025-03-24T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.95,2025-03-23T23:00:00,2025-03-24T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.37,2025-03-24T07:00:00,2025-03-24T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.52,2025-03-25T07:00:00,2025-03-25T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,7.31,2025-03-25T03:00:00,2025-03-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.55,2025-03-24T23:00:00,2025-03-25T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.22,2025-03-25T07:00:00,2025-03-25T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.05,2025-03-25T19:00:00,2025-03-25T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.42,2025-03-25T15:00:00,2025-03-25T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.5,2025-03-25T03:00:00,2025-03-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4,2025-03-24T23:00:00,2025-03-25T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.55,2025-03-25T11:00:00,2025-03-25T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.5,2025-03-25T19:00:00,2025-03-25T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.5,2025-03-25T15:00:00,2025-03-25T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.27,2025-03-25T11:00:00,2025-03-25T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.37,2025-03-26T07:00:00,2025-03-26T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.99,2025-03-26T15:00:00,2025-03-26T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.75,2025-03-26T03:00:00,2025-03-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,1.76,2025-03-26T11:00:00,2025-03-26T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.79,2025-03-26T07:00:00,2025-03-26T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.25,2025-03-26T03:00:00,2025-03-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.4,2025-03-25T23:00:00,2025-03-26T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.29,2025-03-26T19:00:00,2025-03-26T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.42,2025-03-26T15:00:00,2025-03-26T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.69,2025-03-25T23:00:00,2025-03-26T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.43,2025-03-26T11:00:00,2025-03-26T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.58,2025-03-26T19:00:00,2025-03-26T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,8.69,2025-03-27T19:00:00,2025-03-27T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.69,2025-03-27T15:00:00,2025-03-27T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,9.69,2025-03-27T11:00:00,2025-03-27T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.57,2025-03-27T19:00:00,2025-03-27T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.89,2025-03-27T07:00:00,2025-03-27T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,11.2,2025-03-27T15:00:00,2025-03-27T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.85,2025-03-27T03:00:00,2025-03-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.46,2025-03-27T11:00:00,2025-03-27T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.18,2025-03-26T23:00:00,2025-03-27T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.33,2025-03-27T07:00:00,2025-03-27T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.6,2025-03-27T03:00:00,2025-03-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.2,2025-03-26T23:00:00,2025-03-27T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.38,2025-03-28T07:00:00,2025-03-28T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.69,2025-03-28T03:00:00,2025-03-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.02,2025-03-27T23:00:00,2025-03-28T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.77,2025-03-28T19:00:00,2025-03-28T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.09,2025-03-28T15:00:00,2025-03-28T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6.08,2025-03-28T11:00:00,2025-03-28T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.39,2025-03-28T19:00:00,2025-03-28T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.2,2025-03-28T07:00:00,2025-03-28T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.69,2025-03-28T15:00:00,2025-03-28T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.67,2025-03-28T03:00:00,2025-03-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.78,2025-03-28T11:00:00,2025-03-28T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.69,2025-03-27T23:00:00,2025-03-28T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.11,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.36,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.68,2025-03-28T23:00:00,2025-03-29T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.23,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6.14,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.69,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.6,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.69,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.94,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.21,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.98,2025-03-28T23:00:00,2025-03-29T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.67,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.1,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,10.33,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.56,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.42,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.69,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,9.08,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.57,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.02,2025-03-29T23:00:00,2025-03-30T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.6,2025-03-29T23:00:00,2025-03-30T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6.32,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.9,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,8.04,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,8.69,2025-03-31T02:00:00,2025-03-31T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.69,2025-03-31T10:00:00,2025-03-31T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,10.11,2025-03-30T22:00:00,2025-03-31T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.67,2025-03-31T06:00:00,2025-03-31T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.69,2025-03-31T18:00:00,2025-03-31T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.01,2025-03-31T02:00:00,2025-03-31T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.32,2025-03-30T22:00:00,2025-03-31T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6,2025-03-31T18:00:00,2025-03-31T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6,2025-03-31T14:00:00,2025-03-31T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6.69,2025-03-31T10:00:00,2025-03-31T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.54,2025-03-31T06:00:00,2025-03-31T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,13.8,2025-03-31T14:00:00,2025-03-31T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6.76,2025-04-01T14:00:00,2025-04-01T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.77,2025-03-31T22:00:00,2025-04-01T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.98,2025-04-01T18:00:00,2025-04-01T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.7,2025-04-01T02:00:00,2025-04-01T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.38,2025-04-01T06:00:00,2025-04-01T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.59,2025-04-01T14:00:00,2025-04-01T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.88,2025-04-01T06:00:00,2025-04-01T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.96,2025-04-01T18:00:00,2025-04-01T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.69,2025-03-31T22:00:00,2025-04-01T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.36,2025-04-01T10:00:00,2025-04-01T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.74,2025-04-01T02:00:00,2025-04-01T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,8.69,2025-04-01T10:00:00,2025-04-01T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.71,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.33,2025-04-04T22:00:00,2025-04-05T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,1.11,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.61,2025-04-04T22:00:00,2025-04-05T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.5,2025-04-05T22:00:00,2025-04-06T02:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,1.98,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.97,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.65,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.16,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.9,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.98,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.08,2025-04-06T14:00:00,2025-04-06T18:00:00,,
